All the Right Moves (1983),"Drama, Romance, Sport",An ambitious young football star is trapped in a dying mill town--unless his gridiron skills can win him a way out.
Death Race 2000 (1975),"Action, Comedy, Sci-Fi","In a dystopian future, a cross country automobile race requires contestants to run down innocent pedestrians to gain points that are tallied based on each kill's brutality."
Trouble with the Curve (2012),"Drama, Sport","A daughter tries to remedy her dysfunctional relationship with her ailing father, a decorated baseball scout, by helping him in a recruiting trip which could be his last."
Little Giants (1994),"Comedy, Family, Sport","Misfits form their own opposing team to an elite peewee football team, coached by the elite team coach's brother."
Invictus (2009),"Action, Adventure, Biography","Nelson Mandela, in his first term as President of South Africa, initiates a unique venture to unite the Apartheid-torn land: enlist the national rugby team on a mission to win the 1995 Rugby World Cup."
Love & Basketball (2000),"Drama, Romance, Sport",Monica and Quincy love and play basketball together through many life challenges from childhood to adulthood.
Lionheart (1990),"Action, Crime, Drama",An Ex-French Soldier begins participating in underground street fights in order to make money for his brother's family.
Breaking Away (1979),"Comedy, Drama, Sport",A working-class Indiana teen obsessed with the Italian cycling team vies for the affections of a college girl while searching for life goals with his friends.
Semi-Pro (2008),"Comedy, Sport","Jackie Moon, the owner-coach-player of the American Basketball Association's Flint Michigan Tropics, rallies his teammates to make their NBA dreams come true."
We Are Marshall (2006),"Drama, Sport","When a plane crash claims the lives of members of the Marshall University football team and some of its fans, the team's new coach and his surviving players try to keep the football program alive."
Planes (2013),"Animation, Adventure, Comedy",A cropdusting plane with a fear of heights lives his dream of competing in a famous around-the-world aerial race.
Fired Up! (2009),"Comedy, Sport",The two most popular guys in high school decide to ditch football camp for cheerleader camp. For the girls and for the glory.
Above the Shadows (2019),"Drama, Fantasy, Romance",A young woman who has faded to the point of becoming invisible must find her way back with the help of the one man who can see her.
The Rookie (2002),"Drama, Family, Sport",A Texas baseball coach makes the major league after agreeing to try out if his high school team made the playoffs.
The Cutting Edge (1992),"Comedy, Drama, Romance",A temperamental figure skater and an arrogant former hockey player attempt to win the Olympic Gold Medal as a figure skating pairs team.
12 Mighty Orphans (2021),"History, Sport","Haunted by his mysterious past, a devoted high-school football coach leads a scrawny team of orphans to the state championship during the Great Depression and inspires a broken nation along the way."
A Prayer Before Dawn (2017),"Action, Biography, Crime",The true story of an English boxer incarcerated in one of Thailand's most notorious prisons as he fights in Muay Thai tournaments to earn his freedom.
Soul Surfer (2011),"Biography, Drama, Family",Teenage surfer Bethany Hamilton overcomes the odds and her own fears of returning to the water after losing her left arm in a shark attack.
Goon (2011),"Comedy, Drama, Sport","Labeled an outcast by his brainy family, a bouncer overcomes long odds to lead a team of under performing misfits to semi-pro hockey glory, beating the crap out of everything that stands in his way."
Angels in the Outfield (1951),"Comedy, Family, Fantasy",The Pittsburgh Pirates' brash and abusive manager receives the help of an angel to win games and become a better person in the process.
Eddie the Eagle (2015),"Adventure, Biography, Comedy","The story of Eddie Edwards, the notoriously tenacious British underdog ski jumper who charmed the world at the 1988 Winter Olympics."
The Way Back (I) (2020),"Drama, Sport","Jack Cunningham was a high school basketball phenom who walked away from the game, forfeiting his future. Years later, when he reluctantly accepts a coaching job at his alma mater, he may get one last shot at redemption."
Driven (2001),"Action, Drama, Sport",A young hot shot driver is in the middle of a championship season and is coming apart at the seams. A former CART champion is called in to give him guidance.
The Pride of the Yankees (1942),"Biography, Drama, Romance",The story of the life and career of famed baseball playerLou Gehrig.
The Last Dragon (1985),"Action, Comedy, Drama","In New York City, a young man searches for a Master to obtain the final level of martial arts mastery known as the Glow."
Any Given Sunday (1999),"Drama, Sport",A behind-the-scenes look at the life-and-death struggles of modern-day gladiators and those who lead them.
The World's Fastest Indian (2005),"Biography, Drama, Sport","The story of New Zealander Burt Munro, who spent years rebuilding a 1920 Indian motorcycle, which helped him set the land speed world record at Utah's Bonneville Salt Flats in 1967."
Siu Lam juk kau (2001),"Action, Comedy, Fantasy",A young Shaolin follower reunites with his discouraged brothers to form a soccer team using their martial art skills to their advantage.
Deurim (2023),"Comedy, Drama, Sport","Park Seo Joon plays Yoon Hong Dae, a professional soccer player on disciplinary probation after being caught up in an unexpected incident. He becomes the coach of a thrown-together soccer ...See full summary»"
Rollerball (1975),"Action, Sci-Fi, Sport","In a corporate-controlled future, an ultra-violent sport known as Rollerball represents the world, and one of its powerful athletes is out to defy those who want him out of the game."
Seabiscuit (2003),"Drama, History, Sport",True story of the undersized Depression-era racehorse whose victories lifted not only the spirits of the team behind it but also those of their nation.
The Big Green (1995),"Comedy, Family, Sport","A teacher on exchange from England is placed in an underachieving Texas school, where she coaches the students in soccer, improving their self-esteem and leading to unexpected success."
Tin Cup (1996),"Comedy, Drama, Romance",A washed-up golf pro working at a driving range tries to qualify for the U.S. Open in order to win the heart of his successful rival's girlfriend.
Herbie Fully Loaded (2005),"Adventure, Comedy, Family","Maggie Peyton, the new owner of Herbie, Number 53, the free-wheelin' Volkswagen bug with a mind of its own, puts the car through its paces on the road to becoming a NASCAR competitor."
The Hustler (1961),"Drama, Sport",An up-and-coming pool player plays a long-time champion in a single high-stakes match.
Balls of Fury (2007),"Comedy, Crime, Sport","Down-and-out former professional ping-pong phenom, Randy Daytona, is sucked into a maelstrom when FBI Agent Ernie Rodriguez recruits him for a secret mission. Randy is determined to bounce back and win, and to smoke out his father's killer -- arch-fiend Feng."
Ali (2001),"Biography, Drama, Sport","A biography of sports legendMuhammad Ali, focusing on his triumphs and controversies between 1964 and 1974."
Stick It (2006),"Comedy, Drama, Sport","After a run-in with the law, Haley Graham (Missy Peregrym) is forced to return to the world from which she fled some years ago. Enrolled in an elite gymnastics program run by the legendary Burt Vickerman (Jeff Bridges), Haley's rebellious attitude gives way to something that just might be called team spirit."
Rudy (1993),"Biography, Drama, Sport",Rudy has always been told that he was too small to play college football. But he is determined to overcome the odds and fulfill his dream of playing for Notre Dame.
"McFarland, USA (2015)","Biography, Drama, Sport","Jim White moves his family after losing his last job as a football coach, and at his new school he turns seven disappointing students into one of the best cross-country teams in the region."
Like Mike (2002),"Comedy, Family, Fantasy","A 13-year-old orphan becomes an NBA superstar after trying on a pair of sneakers with the faded initials ""MJ"" inside them."
Hands of Stone (2016),"Biography, Drama, Sport",The legendary Roberto Duran and his equally legendary trainer Ray Arcel change each other's lives.
