Murder Mystery 2,"Action, Comedy, Crime","Full-time detectives Nick and Audrey are struggling to get their private eye agency off the ground. They find themselves at the center of international abduction when their friend Maharaja, is kidnapped at his own lavish wedding."
Driving Miss Daisy,"Comedy, Drama, Romance",An old Jewish woman and her African-American chauffeur in the American South have a relationship that grows and improves over the years.
Not Another Teen Movie,Comedy,A sendup of all the teen movies that have accumulated in the past two decades.
CASH,"Comedy, Drama","Determined to even the scales and profit from his thankless job, a factory worker schemes to traffic luxury perfumes from under his employer's nose."
Fast Times at Ridgemont High,"Comedy, Drama","A group of Southern California high school students are enjoying their most important subjects: sex, drugs and rock n' roll."
Porky's,Comedy,"In 1954, a group of Florida high-school guys try to help their buddy lose his virginity, which leads them to seek revenge on a sleazy nightclub owner and his redneck sheriff brother for harassing them."
Legally Blonde,"Comedy, Romance","Elle Woods, a fashionable sorority queen, is dumped by her boyfriend. She decides to follow him to law school. While she is there, she figures out that there is more to her than just looks."
White Chicks,"Comedy, Crime",Two disgraced FBI agents go way undercover in an effort to protect hotel heiresses the Wilson sisters from a kidnapping plot.
Summer School,"Comedy, Romance","Freddy the gym teacher has to teach remedial English in summer (high) school, if he wants tenure. As he can only teach gym and his students want fun, emphasis is on ""field trips"" - until he's fired unless all his students pass the test."
Finding Nemo,"Animation, Adventure, Comedy","After his son is captured in the Great Barrier Reef and taken to Sydney, a timid clownfish sets out on a journey to bring him home."
Miraculous - Le film,"Animation, Action, Adventure","Ordinary teenager Marinette's life in Paris goes superhuman when she becomes Ladybug. Bestowed with magical powers of creation, Ladybug must unite with her opposite, Cat Noir, to save Paris as a new villain unleashes chaos unto the city."
The Royal Tenenbaums,"Comedy, Drama",The eccentric members of a dysfunctional family reluctantly gather under the same roof for various reasons.
Juno,"Comedy, Drama","Faced with an unplanned pregnancy, an offbeat young woman makes a selfless decision regarding the unborn child."
Blazing Saddles,"Comedy, Western","In order to ruin a western town, a corrupt politician appoints a black Sheriff, who promptly becomes his most formidable adversary."
National Lampoon's Animal House,Comedy,"At a 1962 college, Dean Vernon Wormer is determined to expel the entire Delta Tau Chi Fraternity, but those troublemakers have other plans for him."
Scott Pilgrim vs. the World,"Action, Comedy, Fantasy","In a magically realistic version of Toronto, a young man must defeat his new girlfriend's seven evil exes one by one in order to win her heart."
Charlie and the Chocolate Factory,"Adventure, Comedy, Family","A young boy wins a tour through the most magnificent chocolate factory in the world, led by the world's most unusual candy maker."
Shaun of the Dead,"Comedy, Horror","The uneventful, aimless lives of a London electronics salesman and his layabout roommate are disrupted by the zombie apocalypse."
Ted,Comedy,"John Bennett, a man whose childhood wish of bringing his teddy bear to life came true, now must decide between keeping the relationship with the bear, Ted or his girlfriend, Lori."
White Men Can't Jump,"Comedy, Drama, Sport",A remake of the 1992 film about a pair of basketball hustlers who team up to earn extra cash.
The Man from U.N.C.L.E.,"Action, Adventure, Comedy","In the early 1960s, CIA agent Napoleon Solo and KGB operative Illya Kuryakin participate in a joint mission against a mysterious criminal organization, which is working to proliferate nuclear weapons."
Zoey 102,"Comedy, Drama, Family",Follows Zoey Brooks and the rest of the Pacific Coast Academy alumni as they catch up for a wedding in the present day.
Love Again,"Comedy, Drama, Romance","A young woman tries to ease the pain of her fiancé's death by sending romantic texts to his old cell phone number, and forms a connection with the man the number has been reassigned to."
Inside Moves,"Comedy, Drama, Romance","Handicapped after an unsuccessful suicide attempt, a man finds common ground in the troubled souls at a local dive bar."
This Is the End,"Comedy, Fantasy","Six Los Angeles celebrities are stuck inJames Franco's house after a series of devastating events just destroyed the city. Inside, the group not only have to face the apocalypse, but themselves."
Shazam!,"Action, Adventure, Comedy",A newly fostered young boy in search of his mother instead finds unexpected super powers and soon gains a powerful enemy.
Scary Movie,Comedy,"A year after disposing of the body of a man they accidentally killed, a group of dumb teenagers are stalked by a bumbling serial killer."
Love Actually,"Comedy, Drama, Romance","Follows the lives of eight very different couples in dealing with their love lives in various loosely interrelated tales all set during a frantic month before Christmas in London, England."
See How They Run,"Comedy, Crime, Mystery","In the West End of 1950s London, plans for a movie version of a smash-hit play come to an abrupt halt after a pivotal member of the crew is murdered."
Rush Hour,"Action, Comedy, Crime","A loyal and dedicated Hong Kong Inspector teams up with a reckless and loudmouthed L.A.P.D. detective to rescue the Chinese Consul's kidnapped daughter, while trying to arrest a dangerous crime lord along the way."
The Bad Guys,"Animation, Adventure, Comedy","To avoid prison, a gang of notorious animal criminals pretends to seek being rehabilitated, only for their leader to realize that he genuinely wants to change his ways."
Back to the Future Part II,"Adventure, Comedy, Sci-Fi","After visiting 2015, Marty McFly must repeat his visit to 1955 to prevent disastrous changes to 1985...without interfering with his first trip."
The Phynx,"Comedy, Music",A rock band becomes embroiled in foreign affairs when they're sent to go on tour in Albania as a cover to find hostages in a remote castle held by Communist enemies of the U.S.
Love & Other Drugs,"Comedy, Drama, Romance","In 1990s Pittsburgh, a medicine peddler starts a relationship with a young woman suffering from Parkinson's disease."
The Russians Are Coming the Russians Are Coming,"Comedy, War","Without hostile intent, a Soviet submarine runs aground off New England. Men are sent for a boat, but many villagers go into a tizzy, risking bloodshed."
Fool's Paradise,Comedy,A fool for love becomes an accidental celebrity only to lose it all.
Accepted,Comedy,"A high school slacker who's rejected by every school he applies to opts to create his own institution of higher learning, the South Harmon Institute of Technology, on a rundown piece of property near his hometown."
Big,"Comedy, Drama, Fantasy","After wishing to be made big, a teenage boy wakes the next morning to find himself mysteriously in the body of an adult."
Vengeance,"Comedy, Music, Mystery",A writer from New York City attempts to solve the murder of a girl he hooked up with and travels down south to investigate the circumstances of her death and discover what happened to her.
The Mask,"Action, Comedy, Crime",Bank clerk Stanley Ipkiss is transformed into a manic superhero when he wears a mysterious mask.
Almost Famous,"Adventure, Comedy, Drama",A high-school boy in the early 1970s is given the chance to write a story for Rolling Stone magazine about an up-and-coming rock band as he accompanies them on their concert tour.
Jojo Rabbit,"Comedy, Drama, War",A young German boy in the Hitler Youth whose hero and imaginary friend is the country's dictator is shocked to discover that his mother is hiding a Jewish girl in their home.
The Lost Boys,"Comedy, Horror","After moving to a new town, two brothers discover that the area is a haven for vampires."
Dodgeball: A True Underdog Story,"Comedy, Sport",A group of misfits enter a Las Vegas dodgeball tournament in order to save their cherished local gym from the onslaught of a corporate health fitness chain.
